"country","year","corruption_index","homicide_rate","GDP","total_fisheries_per_ton","total_military","population","unemployment_rate","totalgr","industryofgdp"
"FIN",2008,9,2.5002575453,53554.0389224673,162105,32000,5313399,6.36899995803833,0.520995628845249,0.295632254909531
"FIN",2009,8.9,2.2462378324,47293.9928335042,168253,25050,5338871,8.24899959564209,0.516020303846703,0.256603960450516
"FIN",2010,9.2,2.2177560632,46459.9732548543,167869,24975,5363352,8.39400005340576,0.513533113741234,0.261582944887665
"FIN",2011,9.4,2.0408026959,51081.9976703127,164977,25000,5388272,7.7810001373291,0.526383337908482,0.250310609198073
"FIN",2012,90,1.6251847493,47710.7902169415,174969,25000,5413971,7.68900012969971,0.532953279206478,0.233787810204092
"FIN",2013,89,1.6363350214,49878.0432444536,181389,25000,5438972,8.19299983978271,0.543122470772927,0.233216360530733
"FIN",2014,89,1.6113055054,50260.2998588958,196409,25000,5461512,8.66300010681152,0.542707926624825,0.230974832887862
"FIN",2015,90,1.4960424205,42784.6983616432,197730,24900,5479531,9.37600040435791,0.540192307768271,0.23305816401353
"FIN",2016,89,1.3460139978,43784.2839622098,206477.2,24200,5495303,8.81799983978271,0.539064047420392,0.234973657352495
"FIN",2017,85,1.251956863,46316.7454588326,NA,25000,5508214,8.64000034332275,0.53120650113337,0.243136738587407
"FIN",2018,85,1.6296716121,50021.2910567702,NA,NA,5515525,7.36100006103516,0.524926411217944,0.24001020970755
"FIN",2019,86,NA,48685.8539866945,NA,NA,5520314,6.59499979019165,NA,0.239734586259466
"FJI",1993,NA,1.9868549675,2166.23347807519,30646.03,5000,754963,3.88800001144409,0.235975833028195,0.222687963513781
"FJI",1994,NA,4.5715360492,2384.09574354222,30300,4000,765609,3.90300011634827,0.239419689119171,0.219685638377488
"FJI",1995,NA,3.095064919,2540.99070957207,30507,3900,775425,3.90799999237061,0.236465689540307,0.208191923201848
"FJI",1996,NA,1.6573409367,2714.56493158452,26877,3600,784386,3.92000007629395,0.227751004016064,0.207663989290495
"FJI",1997,NA,1.639890203,2641.47786553845,30086,3600,792736,3.91000008583069,0.245343511450382,0.213125599550131
"FJI",1998,NA,NA,2070.57462416125,33075.61,3500,800157,3.90599989891052,0.320022434099832,0.209132059422183
"FJI",1999,NA,NA,2408.73592084818,56066.02,3500,806303,3.94700002670288,0.242398648648649,0.189684469191959
"FJI",2000,NA,NA,2076.56878431649,49357,3500,811006,3.93099999427795,0.234612413082668,0.195190744466352
"FJI",2001,NA,NA,2039.62569721177,50033,3500,813925,3.92899990081787,0.219956033219345,0.205294559517425
"FJI",2002,NA,NA,2260.25839838475,41526,3500,815257,3.97399997711182,0.237983963344788,0.19798961829697
"FJI",2003,NA,3.0634326621,2837.89224620811,37631.8,3500,816076,3.97900009155273,0.224201009251472,0.185311137485933
"FJI",2004,NA,2.8122034959,3334.93166669792,50194.16,3000,817860,3.93799996376038,0.2296916015625,0.196208616031666
"FJI",2005,4,2.7993953306,3659.57932870842,47951.5,4000,821604,3.88599991798401,0.222084241103849,0.163073590996095
"FJI",2006,NA,2.657425269,3747.86071607455,50351,4000,827870,3.85400009155273,0.235971694363293,0.160242008420048
"FJI",2007,NA,2.5114059688,4072.10156984329,48077,4000,836190,3.83400011062622,0.233838383838384,0.1535927594944
"FJI",2008,NA,2.0109870871,4167.67028471654,47483,4000,845361,3.87700009346008,0.23923051627754,0.160860936934707
"FJI",2009,NA,3.3972325441,3362.81655514032,47057.03,3500,853637,4.18100023269653,0.232324893127261,0.16677811857564
"FJI",2010,NA,2.3260790681,3652.52743714193,42710.5,3500,859818,4.32000017166138,0.224367436408213,0.16972580397166
"FJI",2011,NA,2.3162866219,4371.45751012411,46805,3500,863449,4.40500020980835,0.236279061102019,0.174130137744347
"FJI",2012,NA,2.3119649968,4591.55578402956,45090,3500,865069,4.4229998588562,0.236235872873653,0.167226740797282
"FJI",2013,NA,2.1950041705,4840.69371615802,41500,3500,865608,4.44500017166138,0.240811262981575,0.163383147027559
"FJI",2014,NA,2.3082773672,5605.57033080847,44507,3500,866453,4.39599990844727,0.259468214078761,0.150127657452154
"FJI",2015,NA,NA,5390.74523711745,42307,3500,868627,4.36299991607666,0.274164781158623,0.151712702717256
"FJI",2016,NA,NA,5651.31806630066,45417,3500,872399,4.31899976730347,0.261189518518447,0.162026860305427
"FJI",2017,NA,NA,6101.03084255946,NA,4000,877459,4.23699998855591,0.275242755140533,0.156940487656539
"FJI",2018,NA,NA,6266.96795881419,NA,NA,883483,4.15799999237061,0.270221763636757,0.155584188982603
"FJI",2019,NA,NA,6220.04642089247,NA,NA,889953,4.10099983215332,NA,NA
"FRA",1993,NA,2.6477079852,22380.1039619355,957508.5,506000,59106768,11.3210000991821,0.488456554477638,0.23061957641892
"FRA",1994,NA,2.441518088,23496.5233222666,984874.6,506000,59327192,12.5930004119873,0.492022849974997,0.222443716113765
"FRA",1995,7,2.3113432266,26890.2198804535,969245.3,502400,59541899,11.8360004425049,0.497003127385555,0.223097778576723
"FRA",1996,6.96,2.0185459729,26871.8290189054,928743.9,491300,59753100,12.3669996261597,0.50974949491723,0.216751872206065
"FRA",1997,6.66,1.6540521004,24228.9423508964,929721.5,473100,59964851,12.5659999847412,0.508776435279011,0.215273013056389
"FRA",1998,6.7,1.6443021892,24974.2721990005,878266.5,452200,60186288,12.0749998092651,0.505458243952955,0.214448448697237
"FRA",1999,NA,1.6233882102,24673.1989691744,921896.8,411600,60496718,11.9809999465942,0.510271234832263,0.212017281953806
"FRA",2000,6.7,1.7809003839,22364.0293943406,961254.6,389400,60912500,10.2170000076294,0.503336962917374,0.21293939814079
"FRA",2001,6.7,1.7630974311,22433.5557141945,923560.7,374400,61357430,8.60999965667725,0.503390976465999,0.209383695228189
"FRA",2002,6.3,1.871130009,24177.3351674642,953683,361800,61805267,8.70199966430664,0.496349735173161,0.20649452806316
"FRA",2003,6.9,1.6381310163,29568.385949668,948639.7,360400,62244886,8.30599975585938,0.492548461675262,0.201918111986146
"FRA",2004,7.1,1.631026352,33741.2651469175,907065.2,358000,62704895,8.91399955749512,0.493942559359632,0.199575239477964
"FRA",2005,7.5,1.5968552945,34760.1877663866,843407.8,359000,63179351,8.49300003051758,0.499383320780787,0.196096052732169
"FRA",2006,7.4,1.4290609278,36443.6234414411,832528.9,354000,63621381,8.44799995422363,0.504320536752969,0.192840844714528
"FRA",2007,7.3,1.6049981809,41508.4339850416,791136.7,353000,64016225,7.65700006484985,0.499292248732847,0.19136739193143
"FRA",2008,6.9,1.6412361598,45334.1144358246,738411.4,353000,64374984,7.06300020217896,0.50032574107349,0.188138306949478
"FRA",2009,6.9,1.3095015143,41575.4187483737,674199.3,341967,64707040,8.73600006103516,0.499771227316388,0.183048426427711
"FRA",2010,6.8,1.2659126694,40638.33400426,655646.5,341967,65027507,8.87100028991699,0.499950383152324,0.178457356302771
"FRA",2011,7,1.3539541606,43790.7320482019,695743.2,332250,65342780,8.81099987030029,0.511358987937057,0.17978166208294
"FRA",2012,71,1.2333982084,40874.7035053457,678808.5,325600,65659809,9.39999961853027,0.521263883569514,0.178685506155676
"FRA",2013,71,1.2160857437,42592.9340943342,740550.2,318400,65998687,9.92099952697754,0.531436951808765,0.179718012893511
"FRA",2014,69,1.2337688132,43011.2631028417,736396.8,312350,66312067,10.2919998168945,0.533088190829717,0.177459396724758
"FRA",2015,70,1.5701316524,36638.184929157,669029.7,306350,66548272,10.3590002059937,0.531724457908598,0.176796917075443
"FRA",2016,69,1.3515270942,37037.3741861219,727813.2,306100,66724104,10.0570001602173,0.530485348207334,0.174341320487761
"FRA",2017,70,1.27077123,38812.1610341682,NA,307000,66864379,9.39700031280518,0.535958707887322,0.17241152651745
"FRA",2018,72,1.1986365025,41631.0907389044,NA,NA,66965912,9.05900001525879,0.535687967736041,0.170747329061413
"FRA",2019,69,NA,40493.9285720456,NA,NA,67059887,8.42700004577637,NA,0.171352034127768
"FRO",1993,NA,NA,NA,265046,NA,46266,NA,NA,NA
"FRO",1994,NA,NA,NA,253040,NA,45856,NA,NA,NA
"FRO",1995,NA,NA,NA,296407,NA,45625,NA,NA,NA
"FRO",1996,NA,NA,NA,322171,NA,45615,NA,NA,NA
"FRO",1997,NA,NA,NA,351683,NA,45796,NA,NA,NA
"FRO",1998,NA,NA,24034.2468083717,384933,NA,46096,NA,NA,0.179411883562105
"FRO",1999,NA,NA,24125.2558762552,400906,NA,46436,NA,NA,0.180632861182552
"FRO",2000,NA,NA,22653.3160466352,489222,NA,46735,NA,NA,0.175656726184912
"FRO",2001,NA,NA,24419.7424401392,565076,NA,46997,NA,NA,0.184731513761948
"FRO",2002,NA,NA,26732.7904740224,582093,NA,47233,NA,NA,0.190622366678705
"FRO",2003,NA,NA,31497.9669213031,683737,NA,47432,NA,NA,0.186809725566698
"FRO",2004,NA,NA,35467.1754699443,645463,NA,47600,NA,NA,0.182996519813335
"FRO",2005,NA,NA,36205.3705396112,588715,NA,47722,NA,NA,0.174792981643407
"FRO",2006,NA,NA,41522.5438571741,641696,NA,47792,NA,NA,0.172314445263577
"FRO",2007,NA,NA,47885.6988786829,651533,NA,47825,NA,NA,0.171736131164373
"FRO",2008,NA,NA,50866.0810982214,564940,NA,47820,NA,NA,0.175732015128178
"FRO",2009,NA,NA,47447.8700366077,410313,NA,47808,NA,NA,0.161661431179383
"FRO",2010,NA,NA,48530.2338492813,441450,NA,47814,NA,NA,0.141858807843498
"FRO",2011,NA,NA,52083.8891448364,415429,NA,47823,NA,NA,0.144970237204989
"FRO",2012,NA,NA,49459.7172338372,437035,NA,47843,NA,NA,0.146336125134969
"FRO",2013,NA,NA,54853.6255967876,563049,NA,47892,NA,NA,0.143280264058613
"FRO",2014,NA,NA,59440.0307606004,629290,NA,47960,NA,NA,0.159833247915599
"FRO",2015,NA,NA,52404.6593331379,666164,NA,48051,NA,NA,0.165746834695865
"FRO",2016,NA,NA,55822.9147203438,651735,NA,48173,NA,NA,0.149094605194834
"FRO",2017,NA,NA,58622.840815806,NA,NA,48331,NA,NA,0.166442163780201
"FRO",2018,NA,NA,NA,NA,NA,48497,NA,NA,NA
"FRO",2019,NA,NA,NA,NA,NA,48678,NA,NA,NA
"FRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FSM",1993,NA,NA,1909.25275465525,18168,NA,103915,NA,0.839393939393939,NA
"FSM",1994,NA,NA,1909.83683863058,22310,NA,106030,NA,0.849753694581281,NA
"FSM",1995,NA,NA,2060.60969598899,8082,NA,107529,NA,0.803153153153153,0.068576235708583
"FSM",1996,NA,NA,2017.47306616446,8808,NA,108321,NA,0.718264840182648,0.0757632540736094
"FSM",1997,NA,NA,1904.7409660767,9781,NA,108480,NA,0.670048309178744,0.0705069974151403
"FSM",1998,NA,NA,2022.70719355316,15807,NA,108208,NA,0.687272727272727,0.081521667121268
"FSM",1999,NA,NA,2042.47965782466,12589,NA,107781,NA,0.676470588235294,0.0785325735155503
"FSM",2000,NA,NA,2171.95024301223,23460,NA,107402,NA,0.638197424892704,0.081825149889528
"FSM",2001,NA,NA,2248.42917525869,19471,NA,107173,NA,0.587916666666667,0.0825369370326458
"FSM",2002,NA,NA,2265.88059422592,22926,NA,107030,NA,0.665145228215768,0.0678690006317078
"FSM",2003,NA,NA,2295.88965491436,33753,NA,106901,NA,0.695918367346939,0.0663700750795839
"FSM",2004,NA,NA,2253.09261430246,31972,NA,106625,NA,0.554771784232365,0.0611885812284587
"FSM",2005,NA,NA,2358.28001771429,32361,NA,106129,NA,0.541832669322709,0.0525131861313183
"FSM",2006,NA,NA,2406.18291560296,15442,NA,105371,NA,0.55,0.0405455666302098
"FSM",2007,NA,NA,2458.61131323963,20873,NA,104444,NA,0.563364792891244,0.0315019595992324
"FSM",2008,NA,NA,2541.40888326589,25445,NA,103543,NA,0.567175892724247,0.037592567750644
"FSM",2009,NA,NA,2721.87035688274,28606,NA,102975,NA,0.652857142857143,0.0688639333020794
"FSM",2010,NA,NA,2885.44567636113,31526,NA,102911,NA,0.67213235963236,0.0723546957154562
"FSM",2011,NA,NA,3009.19864668922,37345,NA,103450,NA,0.643910256410256,0.0816256646287716
"FSM",2012,NA,NA,3131.38671463839,47853,NA,104506,NA,0.658006921503854,0.0833815382612674
"FSM",2013,NA,NA,2994.67930442007,36320,NA,105926,NA,0.616199222304956,0.0730622569467212
"FSM",2014,NA,NA,2971.45729017367,50675,NA,107446,NA,0.645981256206554,0.0603007725093901
"FSM",2015,NA,NA,2906.37678497635,68699,NA,108895,NA,0.657950310559006,0.0611327565271435
"FSM",2016,NA,NA,3014.70035839042,88397,NA,110215,NA,0.690034816888954,0.060469468364427
"FSM",2017,NA,NA,3289.70114571277,NA,NA,111459,NA,0.785201872956975,0.054294252983908
"FSM",2018,NA,NA,3568.291015625,NA,NA,112640,NA,0.966447489002933,0.0486644143802327
"FSM",2019,NA,NA,NA,NA,NA,113815,NA,NA,NA
"FSM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAB",1993,NA,NA,4252.0281857038,31797,7000,1029778,17.7800006866455,0.215250058735233,0.452483603773092
"GAB",1994,NA,NA,3963.86804889036,31043,6000,1057255,17.7399997711182,0.223784701762996,0.526190342978612
"GAB",1995,NA,NA,4570.59236712951,40476,9500,1084946,17.6770000457764,0.287345747043932,0.523634453781513
"GAB",1996,NA,NA,5116.14605875863,46175,9500,1112955,17.6310005187988,0.279865241710592,0.553659708871189
"GAB",1997,NA,NA,4667.16858546361,44250,9500,1141338,17.5370006561279,0.311034099280224,0.536521823035605
"GAB",1998,NA,NA,3831.78066770816,53912,9500,1170061,17.4570007324219,0.32382221695201,0.431417769376182
"GAB",1999,NA,NA,3888.89892699174,51813,9500,1199052,17.4710006713867,0.266113941642678,0.488157436433299
"GAB",2000,NA,NA,4125.71666351713,48384,6700,1228360,17.3649997711182,0.31429271905885,0.562551964968682
"GAB",2001,NA,NA,3989.55660613452,42973,6700,1258003,17.2889995574951,0.318997300373903,0.477100745088105
"GAB",2002,NA,NA,4121.95864470997,41653,6700,1288315,17.3120002746582,0.294466255258664,0.473156667989635
"GAB",2003,NA,NA,4922.37652559806,45559,6700,1319953,17.25,0.278134099669618,0.47039168102841
"GAB",2004,3.3,NA,5729.29695779698,46152,6000,1353795,17.0919990539551,0.271773350397264,0.515005373966573
"GAB",2005,2.9,NA,6888.62714727031,43941,7000,1390549,16.9099998474121,0.287457458621118,0.599223608108533
"GAB",2006,3,NA,7214.91454358539,41647,NA,1430152,17.3229999542236,0.298147754719511,0.594663196551434
"GAB",2007,3.3,NA,8447.0785912062,37938,7000,1472575,17.761999130249,0.274423940368818,0.572222057277107
"GAB",2008,3.1,NA,10212.8194320542,31450,7000,1518540,18.3479995727539,0.29921573223907,0.617420000109434
"GAB",2009,2.9,NA,7690.05223487234,29715,6700,1568928,19.55299949646,0.293650236253378,0.504467532257807
"GAB",2010,2.8,NA,8849.35529971507,32822,6700,1624140,20.3899993896484,0.257892980600233,0.551924628129793
"GAB",2011,3,NA,10809.6464505909,36652,6700,1684635,20.3959999084473,0.287709155758326,0.608812104603294
"GAB",2012,35,NA,9813.4777028244,36548,6700,1749682,20.423999786377,0.300918645993852,0.588246016166913
"GAB",2013,34,NA,9683.57629028674,36646,6700,1817071,20.4599990844727,0.301708172252583,0.566086168745367
"GAB",2014,37,NA,9663.42923977641,36900,6700,1883800,20.3430004119873,0.297385775436469,0.527222416492686
"GAB",2015,34,NA,7384.71587003183,33045,6700,1947686,20.2600002288818,0.21132599121533,0.481836272956901
"GAB",2016,35,NA,6984.45101873395,31045,6700,2007873,20.1590003967285,0.171347023447107,0.450378509060717
"GAB",2017,32,NA,7230.39639268426,NA,7000,2064823,19.9820003509521,0.164150196853346,0.454673089938161
"GAB",2018,31,NA,7956.62781558686,NA,NA,2119275,19.806999206543,0.168751871240508,0.487839822167674
"GAB",2019,31,NA,7667.36686126914,NA,NA,2172579,20.003999710083,NA,0.484726189663675
"GBR",1993,NA,1.5363975443,18389.0195675099,933772,271000,57718614,10.3479995727539,0.316959158999689,0.261770668075859
"GBR",1994,NA,1.5909733263,19709.2380983653,969402,257000,57865745,9.64999961853027,0.322774301054004,0.267040443587996
"GBR",1995,8.57,1.5535334687,23123.1777902009,1011201,233000,58019030,8.69400024414063,0.331426826292967,0.248005674212679
"GBR",1996,8.44,1.4454459282,24332.6977665594,985986,221000,58166950,8.19200038909912,0.329685344477677,0.249267838345761
"GBR",1997,8.22,1.4835187074,26734.5626114537,1028751,218000,58316954,7.07200002670288,0.336915322277072,0.240521482539366
"GBR",1998,8.7,1.5740906524,28214.274355869,1060640,218000,58487141,6.20300006866455,0.351149186613466,0.233864994469948
"GBR",1999,NA,1.5668679905,28669.539690801,995519,218000,58682466,6.04300022125244,0.358248238798851,0.230547240047274
"GBR",2000,8.7,1.5528660519,28149.8700107891,906963,212500,58892514,5.56199979782104,0.366791618406716,0.231485208337326
"GBR",2001,8.3,1.6338466177,27744.5064592461,939997,211400,59119673,4.69500017166138,0.366016487129273,0.220619247919444
"GBR",2002,8.7,1.8659517144,30056.5862179301,908023,210400,59370479,5.03700017929077,0.356294204673475,0.217225586069556
"GBR",2003,8.7,1.55469742,34419.1479145952,825657,212600,59647577,4.80700016021729,0.355839592485676,0.210584075694607
"GBR",2004,8.6,1.5866981913,40290.3139710116,861698,205000,59987905,4.5939998626709,0.368811701193657,0.202626563484753
"GBR",2005,8.6,1.3833609511,42030.2866138136,843147,217000,60401206,4.75,0.380410281817887,0.202103598577357
"GBR",2006,8.6,1.4139771875,44599.6975685697,796532,181000,60846820,5.34999990463257,0.378200710391396,0.202054615732482
"GBR",2007,8.4,1.4205480634,50566.8265956828,793892,160000,61322463,5.26200008392334,0.381417753635509,0.196785306174068
"GBR",2008,7.7,1.2261626814,47286.9984928367,771695,160000,61806995,5.61499977111816,0.391230137569663,0.200358380332228
"GBR",2009,7.7,1.1236917188,38713.1374283353,787450.8,178470,62276270,7.53700017929077,0.37090343904261,0.18737072416438
"GBR",2010,7.6,1.191305343,39435.8399018505,813992.8,174020,62766365,7.78700017929077,0.380509089501552,0.188664652009736
"GBR",2011,7.8,1.001219551,42038.572250193,800302.6,165650,63258810,8.03699970245361,0.382575721301629,0.186580904503237
"GBR",2012,74,0.97171187116,42462.771568145,837084.7,169150,63700215,7.88500022888184,0.374667563373136,0.186262972888845
"GBR",2013,76,0.92792050476,43444.533001954,835589,159150,64128273,7.52500009536743,0.383842614215814,0.188170308325697
"GBR",2014,78,0.90029434275,47425.6076805194,970397.4,154700,64602298,6.1100001335144,0.376187038408324,0.183594849309654
"GBR",2015,81,0.98997650309,44974.8318771782,916998.4,152350,65116219,5.30100011825562,0.378651848051782,0.181416206200023
"GBR",2016,81,1.1930988388,41064.1334316223,896897.2,150250,65611593,4.81300020217896,0.383527137786593,0.175811421718795
"GBR",2017,82,1.203402563,40361.4173832159,NA,148000,66058859,4.33500003814697,0.387742747590128,0.175626198612036
"GBR",2018,80,1.2049147774,43043.2278164551,NA,NA,66460344,3.99600005149841,0.388521968515984,0.175188312851163
"GBR",2019,77,NA,42300.267125825,NA,NA,66834405,3.8510000705719,NA,0.174098645168514
"GEO",1993,NA,16.855591353,550.015542609224,18820,25000,4911100,5.40000009536743,NA,NA
"GEO",1994,NA,11.339723601,519.816187076762,7641,7000,4836076,8.39999961853027,NA,NA
"GEO",1995,NA,7.8573191229,578.336763329878,3717,14000,4657722,7.59999990463257,NA,NA
"GEO",1996,NA,5.5708846585,689.034413652597,2554,15000,4491699,11.5,NA,0.230399379604498
"GEO",1997,NA,6.0514744789,807.032285752352,2644,39200,4349913,11.5,NA,0.222200267843421
"GEO",1998,NA,5.3110157022,851.515744635874,3097,39200,4243607,14.5299997329712,NA,0.217996455665956
"GEO",1999,NA,5.4749619221,673.537892675192,1496,32800,4157192,13.8000001907349,NA,0.212306172491047
"GEO",2000,NA,5.4789068962,749.908523611591,1877,33400,4077131,10.8199996948242,NA,0.209975012824544
"GEO",2001,NA,6.1205762837,801.990413888373,1716,28500,4014373,11.1599998474121,NA,0.20536409949056
"GEO",2002,2.4,6.8567569465,853.516453713318,1863,29200,3978515,12.5900001525879,NA,0.227373927038627
"GEO",2003,1.8,7.1244394222,1010.0079801313,3362,29200,3951736,11.5100002288818,NA,0.240854263728821
"GEO",2004,2,7.0519008067,1305.04748557208,12060,22000,3927340,12.6199998855591,0.220752457840084,0.241757682481195
"GEO",2005,2.3,9.5720873183,1642.76093756395,10046,23000,3902469,13.8100004196167,0.232882172948674,0.237580566049101
"GEO",2006,2.8,7.7093420518,1996.05712927664,14821,33000,3880347,13.5699996948242,0.267009460190432,0.217144431794284
"GEO",2007,3.4,7.9196325291,2635.35388202963,44248,33000,3860158,13.2799997329712,0.279941298152444,0.209005637350092
"GEO",2008,3.9,6.3485963567,3324.73587905411,48909,33000,3848449,17.8700008392334,0.293605413689351,0.189437428243398
"GEO",2009,4.1,5.0977184069,2822.66743023352,50496,32355,3814419,20.7099990844727,0.280019277017441,0.189263871900367
"GEO",2010,3.8,4.561981471,3233.29594347421,46519,32355,3786695,20.2029991149902,0.270545058666234,0.168521098361257
"GEO",2011,4.1,NA,4021.74330617286,27197,32350,3756441,19.6319999694824,0.269784370174176,0.179546052192616
"GEO",2012,52,NA,4421.81824228013,12720,32350,3728874,19.6529998779297,0.27599586148511,0.191723013299152
"GEO",2013,49,NA,4623.74572473419,12720,32350,3717668,19.4160003662109,0.263938016526924,0.185128579972091
"GEO",2014,52,2.6763743058,4739.18833846421,12740,32350,3719414,17.4379997253418,0.265941402574477,0.186984320781391
"GEO",2015,52,NA,4014.18594419329,12740,26050,3725276,16.5060005187988,0.269144999266033,0.191524974215412
"GEO",2016,57,0.97124685932,4062.16988757379,30748,26050,3727505,16.6040000915527,0.270973179015688,0.192554972653198
"GEO",2017,56,NA,4357.00093554628,NA,26000,3728004,13.9390001296997,0.274975139132443,0.202143684251845
"GEO",2018,58,2.2233624935,4722.78778321766,NA,NA,3726549,13.7849998474121,0.273928627486021,0.199177567411221
"GEO",2019,56,NA,4769.18654326351,NA,NA,3720382,14.3979997634888,NA,0.199638647176819
"GHA",1993,NA,NA,370.419247944586,373084,7000,16106765,5.2810001373291,0.0855760368663595,0.248185739004674
"GHA",1994,NA,NA,328.744586414155,335937,7000,16561674,5.82600021362305,0.098656462585034,0.248991354466859
"GHA",1995,NA,NA,379.988007250646,353394,12800,17014057,6.38600015640259,0.106920871559633,0.242849955493634
"GHA",1996,NA,NA,397.13593689471,477294,14500,17462496,6.98299980163574,0.0905300632911392,0.235785407498214
"GHA",1997,NA,NA,384.796156440468,447495,8000,17908985,7.57499980926514,0.081580575317043,0.256678050646903
"GHA",1998,3.3,NA,407.523303616938,444449,8000,18357156,8.19999980926514,0.0895737704918033,0.252665356151711
"GHA",1999,NA,NA,410.334229678993,495683,8000,18812359,10.1000003814697,0.0782509505703422,0.254127834089738
"GHA",2000,3.5,NA,258.47095948786,457077,8000,19278856,10.3599996566772,0.0861867797695263,0.254039222907651
"GHA",2001,3.4,2.1916361596,269.014998380817,453185,7000,19756928,9.2810001373291,0.108840374514729,0.252159797429519
"GHA",2002,3.9,1.9806013679,304.564560762479,377243,7000,20246381,8.34099960327148,0.100388375399929,0.252756743481642
"GHA",2003,3.3,2.1011736308,367.82152164834,391722,7000,20750299,7.38299989700317,0.11120886368133,0.252099150968066
"GHA",2004,3.6,2.1248262061,417.508164861765,418601,7000,21272323,6.4229998588562,0.131163161074194,0.24716756265122
"GHA",2005,3.5,1.8015417897,491.946377884101,375139,7000,21814642,5.52099990844727,0.132614408495703,0.251254359413042
"GHA",2006,3.3,1.8410069736,911.998675616525,399860,NA,22379055,4.63500022888184,0.120991963608795,0.198033850135703
"GHA",2007,3.7,1.7375062631,1078.16050942235,332708,14000,22963946,4.66699981689453,0.134750063004032,0.194928065701
"GHA",2008,3.9,1.8248305284,1210.62225723084,357074,14000,23563825,4.76399993896484,0.125124913869475,0.193995645523361
"GHA",2009,3.9,1.7665839516,1074.75538037586,331739,15500,24170940,5.125,0.130612933515687,0.185140921293401
"GHA",2010,4.1,1.7030128072,1299.34494946039,359242,15500,24779619,5.32000017166138,0.135592570946165,0.180149428066597
"GHA",2011,3.9,1.6661603194,1549.46290192946,364853,15500,25387710,5.61899995803833,0.146588794495888,0.238636600934779
"GHA",2012,45,2.1541399454,1587.56123719997,393494,15500,25996449,5.93699979782104,0.155914107585437,0.271365335859295
"GHA",2013,46,2.0708337128,2345.39290574885,333230,15500,26607642,6.26900005340576,0.151074294557471,0.348599841111537
"GHA",2014,48,1.9945284538,1971.03334675411,326346,15500,27224472,6.52699995040894,0.151669865092582,0.345920589369278
"GHA",2015,47,1.8851526918,1743.8509964087,390785,15500,27849205,6.80600023269653,0.166463818435957,0.316826683904689
"GHA",2016,43,1.9275367657,1931.38947036943,379937,15500,28481946,5.44999980926514,0.157048195946492,0.282266587699677
"GHA",2017,40,2.0912410173,2025.93242386751,NA,16000,29121471,4.22300004959106,0.160475168478521,0.30394934570006
"GHA",2018,41,NA,2202.31216442504,NA,NA,29767108,4.15700006484985,0.146433767820341,0.315274754108499
"GHA",2019,41,NA,2202.11556738065,NA,NA,30417856,4.33099985122681,NA,0.319932208721562
"GIB",1993,NA,NA,NA,1,NA,28675,NA,NA,NA
"GIB",1994,NA,NA,NA,1,NA,28602,NA,NA,NA
"GIB",1995,NA,NA,NA,1,NA,28692,NA,NA,NA
"GIB",1996,NA,NA,NA,1,NA,28971,NA,NA,NA
"GIB",1997,NA,NA,NA,1,NA,29408,NA,NA,NA
"GIB",1998,NA,NA,NA,1,NA,29947,NA,NA,NA
"GIB",1999,NA,NA,NA,1,NA,30529,NA,NA,NA
"GIB",2000,NA,NA,NA,1,NA,31077,NA,NA,NA
"GIB",2001,NA,NA,NA,1,NA,31602,NA,NA,NA
"GIB",2002,NA,NA,NA,1,NA,32102,NA,NA,NA
"GIB",2003,NA,NA,NA,1,NA,32555,NA,NA,NA
"GIB",2004,NA,NA,NA,1,NA,32928,NA,NA,NA
"GIB",2005,NA,NA,NA,1,NA,33219,NA,NA,NA
"GIB",2006,NA,NA,NA,1,NA,33417,NA,NA,NA
"GIB",2007,NA,NA,NA,1,NA,33517,NA,NA,NA
"GIB",2008,NA,NA,NA,1,NA,33559,NA,NA,NA
"GIB",2009,NA,0,NA,1,NA,33565,NA,NA,NA
"GIB",2010,NA,2.9775197261,NA,1,NA,33585,NA,NA,NA
"GIB",2011,NA,NA,NA,1,NA,33612,NA,NA,NA
"GIB",2012,NA,NA,NA,1,NA,33646,NA,NA,NA
"GIB",2013,NA,NA,NA,1,NA,33692,NA,NA,NA
"GIB",2014,NA,NA,NA,1,NA,33725,NA,NA,NA
"GIB",2015,NA,NA,NA,1,NA,33736,NA,NA,NA
"GIB",2016,NA,NA,NA,1,NA,33737,NA,NA,NA
"GIB",2017,NA,NA,NA,NA,NA,33728,NA,NA,NA
"GIB",2018,NA,NA,NA,NA,NA,33718,NA,NA,NA
"GIB",2019,NA,NA,NA,NA,NA,33701,NA,NA,NA
"GIB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GIN",1993,NA,NA,475.421835234174,60605,15000,6897166,4.45300006866455,0.106508414233543,0.28425846872711
"GIN",1994,NA,NA,477.780468896903,63805,12000,7081116,4.46999979019165,0.100237760138523,0.251256366577326
"GIN",1995,NA,NA,508.107829366703,67864,19300,7269625,4.47499990463257,0.107515485527214,0.281093289487557
"GIN",1996,NA,NA,518.374233185848,63364,19300,7463782,4.48799991607666,0.097634732558401,0.296990218891019
"GIN",1997,NA,NA,493.833400362421,62441,19300,7662075,4.47700023651123,0.105752723960341,0.287900232015202
"GIN",1998,NA,NA,456.491035307479,69764,19300,7860781,4.47399997711182,0.100932718524588,0.308543956019815
