date,time,longitude,latitude,attack_type,location_description,nearest_country,eez_country,shore_distance,shore_longitude,shore_latitude,attack_description,vessel_name,vessel_type,vessel_status,data_source
2003-11-03,"NA",116.66,-1.6916667,Boarding,"Adang Bay Anchorage, Indonesia",IDN,IDN,14.814038467591997,116.55746504000001,-1.6062151019999078,"NA",Andhika Puspita,"NA",Anchored,mappingpiracy
2003-11-04,"NA",91.7932,22.2166667,Boarding,"Chittagong roads, Bangladesh",BGD,BGD,2.3299711621029298,91.81202233200008,22.205023505000042,"NA",Orient Excellence,"NA",Anchored,mappingpiracy
2003-11-05,"NA",107.0033,10.5283333,Boarding,"Vung Tau Anchorage, Vietnam",VNM,VNM,1.1387602889513457,107.01140384200005,10.521877346000053,"NA",Jo Oak,"NA",Anchored,mappingpiracy
2003-11-06,"NA",101.4759,10.6969,"NA","Between Kota Kinabalu and Thailand, South China Sea",THA,KHM,152.79639699917846,102.53003991000003,11.60492584800005,"NA",Adi Segara 2 anf Adi Segara 250,"NA",Steaming,mappingpiracy
2003-11-07,"NA",91.7932,22.2166667,Boarding,"Chittagong Anchorage, Bangladesh",BGD,BGD,2.3299711621029298,91.81202233200008,22.205023505000042,"NA",Induruwa Valley,"NA",Anchored,mappingpiracy
2003-11-09,"NA",116.7932,-1.25,Boarding,"Balikpapan Inner Anchorage, Indonesia",IDN,IDN,0.2776971814006496,116.79086347700002,-1.249118747999944,"NA",Conger,"NA",Steaming,mappingpiracy
2003-11-10,"NA",3.38,6.3366667,Boarding,"Lagos road, Nigeria",NGA,NGA,6.767169690884696,3.38453209700009,6.397691148000092,"NA",Nordic Blossom,"NA",Anchored,mappingpiracy
2003-11-10,"NA",-17.3667,14.6666667,Boarding,"1.5 miles from Dakar Pilot Station, Dakar Senegal",SEN,SEN,6.539971201561358,-17.42682857999995,14.67487213700008,"NA",Nova Friesia,"NA",Steaming,mappingpiracy
2003-11-10,"NA",91.7932,22.2166667,Boarding,"Chittagong Anchorage 'B', Bangladesh",BGD,BGD,2.3299711621029298,91.81202233200008,22.205023505000042,"NA",X-press Manaslu,"NA",Anchored,mappingpiracy
2003-11-11,"NA",91.7932,22.2166667,Boarding,"Chittagong Anchorage, Bangladesh",BGD,BGD,2.3299711621029298,91.81202233200008,22.205023505000042,"NA",Cec Pacific,"NA",Anchored,mappingpiracy
2003-11-11,"NA",5.7167,5.5,Attempted,"During River passage, Warri, Nigeria",NGA,NGA,9.600200014618292,5.639903191000087,5.540187893000052,"NA",Nickerie,"NA",Steaming,mappingpiracy
2003-11-14,"NA",90.5947,23.2617,Hijacked,"Vangar, Padma River, Bangladesh",BGD,BGD,2.0147998127484303,90.60661868600005,23.247219143000052,"NA",Dildar Ali 5,"NA",Steaming,mappingpiracy
2003-11-14,"NA",116.7667,-1.4433333,Boarding,"Lawi Lawi Anchorage, Indonesia",IDN,IDN,8.203035196959632,116.73975670700008,-1.3742815079999104,"NA",Agate,"NA",Anchored,mappingpiracy
2003-11-16,"NA",106.8635,10.3489,Boarding,"About 6NM Off Ho Chi Minh City, Vietnam",VNM,VNM,3.6255581209438006,106.88795006600003,10.37099844000005,"NA",Holnis,"NA",Anchored,mappingpiracy
2003-11-16,"NA",116.7932,-1.25,Attempted,"Balikpapan anchorage, Indonesia",IDN,IDN,0.2776971814006496,116.79086347700002,-1.249118747999944,"NA",Agate,"NA",Anchored,mappingpiracy
2003-11-17,"NA",90.8452,22.2166,Boarding,"Charfassion and Lalmohon Upazila in Bhola district, Bangladesh",BGD,BGD,4.355874688697036,90.83619225400008,22.178168036000045,"NA","NA","NA",Steaming,mappingpiracy
2003-11-17,"NA",105.9,-6.0166667,Attempted,"Cigading Anchorage, Indonesia",IDN,IDN,6.1104578587256935,105.88786868600005,-6.070570570999905,"NA",Iran Deyanat,"NA",Anchored,mappingpiracy
2003-11-17,"NA",3.3367,6.2533333,Boarding,"Lagos Off Shore Anchorage (OPL), Nigeria",NGA,NGA,15.315511544195859,3.326182488000086,6.391424872000073,"NA",Emerald,"NA",Anchored,mappingpiracy
2003-11-18,"NA",90.8819,22.3612,Boarding,"Sonarchar area, Bangladesh",BGD,BGD,5.387888942187284,90.83502200900006,22.339615964000075,"NA","NA","NA",Steaming,mappingpiracy
2003-11-19,"NA",32.3667,-30.9666667,Attempted,"Port Shepstone, East Coast of South Africa",ZAF,ZAF,171.75252557902982,30.78646894600007,-30.237481377999927,"NA",Linares,"NA",Steaming,mappingpiracy
2003-11-19,"NA",104.1017,1.2983333,Boarding,"Near Eastern Buoy, Singapore Straits",MYS,MYS,7.876321842235038,104.11402428500003,1.3684756530000755,"NA",Oxalis Vanda,"NA",Steaming,mappingpiracy
2003-11-21,"NA",-54.5167,17.75,Attempted,Caribbean Sea,GLP,"NA",706.29834523956265,-60.98924719999991,16.34638092700004,"NA",Fafa Piti,"NA",Steaming,mappingpiracy
2003-11-22,"NA",3.3767,6.45,Boarding,"Lagos Anchorage, Nigeria",NGA,NGA,0.7458489210053331,3.373871290000068,6.456122137000079,"NA",Rim III,"NA",Anchored,mappingpiracy
2003-11-22,"NA",13.25,-8.8,Boarding,"Luanda roads, Angola",AGO,AGO,0.509215669071792,13.245371941000087,-8.80006275799991,"NA","NA","NA",Anchored,mappingpiracy
2003-11-23,"NA",91.7932,22.2166667,Boarding,"Chittagong Anchorage, Bangladesh",BGD,BGD,2.3299711621029298,91.81202233200008,22.205023505000042,"NA",Rio Negro,"NA",Anchored,mappingpiracy
2003-11-24,"NA",103.8015,-0.6578333,Hijacked,"15NM Off Muara Sabak, Jambi, Indonesia",IDN,IDN,32.25061425818655,103.59205162900008,-0.45631275799991045,"NA",Profit No. 8 and Sumber Jaya 8,"NA",Steaming,mappingpiracy
2003-11-24,"NA",-13.8167,9.35,Boarding,"Conakry, Guinea",GIN,GIN,20.105194966835306,-13.722401495999918,9.505804755000042,"NA",Perseus,"NA",Anchored,mappingpiracy
2003-11-24,"NA",117.0167,-1.3516667,Boarding,"14NM Off Balikpapan, Indonesia",IDN,IDN,13.989429004612315,116.98340905000009,-1.2296688779999272,"NA",Seafalcon,"NA",Anchored,mappingpiracy
2003-11-24,"NA",105.34,0.9483333,Boarding,"41NM Off Bintan Island, Indonesia",IDN,IDN,54.31103229692213,104.85279381600003,0.9754906270000561,"NA",ACX Lilac,"NA",Steaming,mappingpiracy
2003-11-24,"NA",137.2333,-8.6,Attempted,"20NM off False Cape, Kolepon Island, Irian Jaya, Indonesia",IDN,IDN,48.561046636072085,137.63819420700008,-8.42587655999995,"NA",Java Sea,"NA",Steaming,mappingpiracy
2003-11-25,"NA",106.9667,-3.0166667,Boarding,"Selat Leplia Off Selat Gelasa, Indonesia",IDN,IDN,7.942674725013306,106.89527428500003,-3.0184872379999206,"NA",Pancaran Sinar,"NA",Steaming,mappingpiracy
2003-11-27,"NA",6.47,5.32,Boarding,"Niger Delta, Nigeria",NGA,NGA,60.20361223968242,6.7155867850000845,4.8344587260000935,"NA","NA","NA",Steaming,mappingpiracy
2003-11-28,"NA",3.3767,6.45,Boarding,"Lagos Anchorage, Nigeria",NGA,NGA,0.7458489210053331,3.373871290000068,6.456122137000079,"NA",CEC Copenhagen,"NA",Anchored,mappingpiracy
2003-11-29,"NA",-64.6267,10.25,Boarding,"Puerto La Cruz Anchorage, Venezuela",VEN,VEN,0.5574186848395218,-64.63141842399995,10.248114325000074,"NA",Rich Duchess,"NA",Anchored,mappingpiracy
2003-11-29,"NA",-77.0833,3.8666667,Boarding,"Buenaventura Inner Road, Colombia",COL,COL,1.6378155441449178,-77.06859290299991,3.8677432310000768,"NA",Pannon Sun,"NA",Anchored,mappingpiracy
2003-12-01,"NA",98.5617,4.83,Attempted,Northern Malacca Straits,IDN,IDN,53.881493876273545,98.21900475400008,4.484767971000053,"NA",Sea Panther,"NA",Steaming,mappingpiracy
2003-12-01,"NA",116.7932,-1.25,Attempted,"Balikpapan anchorage, Indonesia",IDN,IDN,0.2776971814006496,116.79086347700002,-1.249118747999944,"NA",Donat,"NA",Anchored,mappingpiracy
2003-12-03,"NA",106.875,-6.0886667,Boarding,"Tg. Priok Tanker Anchorage, Indonesia",IDN,IDN,4.407541807863196,106.83773847700007,-6.102715752999927,"NA",Lyra Pioneer,"NA",Anchored,mappingpiracy
2003-12-06,"NA",-58.17,6.8216667,Boarding,"Georgetown, Guayana",GUY,GUY,0.6368436730517247,-58.165679490999935,6.817857164000088,"NA",Tradewind Sunrise,"NA",Steaming,mappingpiracy
2003-12-08,"NA",127.8667,1.1833333,Attempted,"Molucca Sea, Indonesia",IDN,IDN,3.7603758385169868,127.89942467500009,1.1748721370000794,"NA",Asian Phoenix,"NA",Steaming,mappingpiracy
2003-12-11,"NA",102.0783,1.9716667,Attempted,Malacca Straits,MYS,IDN,29.683514514769655,102.18799889400003,2.2163760440000715,"NA",Carnation,"NA",Steaming,mappingpiracy
2003-12-11,"NA",75.7932,12.9166667,Attempted,"New Mangalore, India",IND,IND,92.59194067986897,74.94092858200008,12.878607489000046,"NA",Challenge Express,"NA",Anchored,mappingpiracy
2003-12-16,"NA",133.25,-9.3,Attempted,Indonesia,AUS,AUS,197.83410496953516,132.59929446700005,-10.968357028999947,"NA",Sattar,"NA",Steaming,mappingpiracy
2003-12-16,"NA",91.72,22.2116667,Boarding,"Chittagong Anchorage 'B', Bangladesh",BGD,BGD,7.506759696864561,91.78711998800003,22.237941799000055,"NA",Piran,"NA",Anchored,mappingpiracy
2003-12-18,"NA",104.0717,1.2566667,Attempted,Singapore Straits,IDN,IDN,7.898472211321571,104.09058678500003,1.1878115910000702,"NA",Sea Angel,"NA",Steaming,mappingpiracy
2003-12-20,"NA",103.5,1.1333333,Attempted,"7NM NE Off Pulau Karimun Besar, Indonesia",IDN,IDN,12.150125107231606,103.39136803500003,1.1224632830000587,"NA",Impala,"NA",Steaming,mappingpiracy
2003-12-21,"NA",116.6133,-1.9016667,Boarding,"Apar Bay, Indonesia",IDN,IDN,16.33835626202703,116.46656334700003,-1.9074846329999104,"NA",Great Jade,"NA",Anchored,mappingpiracy
2003-12-22,"NA",117.2833,-1.0833333,Boarding,"Samarinda Anchorage, Indonesia",IDN,IDN,17.402967521640637,117.16391035200002,-0.9817033829999104,"NA",Amazon,"NA",Anchored,mappingpiracy
2003-12-24,"NA",119.7167,20.9166667,Attempted,South China Sea,TWN,TWN,153.1312152354913,120.70036868600005,21.948431708000044,"NA",Bellona,"NA",Steaming,mappingpiracy
2003-12-24,"NA",2.4265,6.3431667,Boarding,"3.5 Miles South go Fairway Buoy, Cotonou Anchoragem Benin",BEN,BEN,13.287412950839968,2.306976759000065,6.33148834800005,"NA",Captain Panagiotis E.,"NA",Anchored,mappingpiracy
2004-01-02,"NA",89.4182,22.17311,Boarded,"Pashurtola Sundarbans, Bangladesh (Sundarban coordinates used)",BGD,BGD,7.800204641456916,89.49203535200007,22.188381252000056,"NA","NA","NA",Steaming,mappingpiracy
2004-01-02,"NA",103.6,1.0716667,Attempted,Singapore Straits,IDN,IDN,18.635563652078858,103.44312584700003,1.0127627620000794,"NA",Difko Hanne,"NA",Steaming,mappingpiracy
2004-01-04,"NA",91.8,22.2167,Boarded,"Near Chittagong Port, Bangladesh",BGD,BGD,1.787544501583193,91.81690514400003,22.22028229400007,"NA","NA","NA",Steaming,mappingpiracy
2004-01-04,"NA",116.9667,-1.35,Boarded,"Balikpapan Outer Anchorage, Indonesia",IDN,IDN,12.21297810492454,116.95769290500004,-1.2399227839999298,"NA",Tamarugal,"NA",Anchored,mappingpiracy
2004-01-05,"NA",99.2682,4.9173,Hijacked,Malacca Straits,MYS,MYS,108.50077952001868,100.18002363400007,5.273342190000051,"NA",Cherry 201,"NA",Steaming,mappingpiracy
2004-01-05,"NA",6.7917,3.8917,Boarded,"Bonny River, Nigeria",NGA,NGA,49.49169337081814,6.774587436000047,4.338934637000079,"NA",Falcon Tide,"NA",Steaming,mappingpiracy
2004-01-09,"NA",5.7167,5.5,Boarded,"Warri Delta Region, Nigeria",NGA,NGA,9.600200014618292,5.639903191000087,5.540187893000052,"NA","NA","NA",Steaming,mappingpiracy
2004-01-10,"NA",-77.2167,-12.2033333,Boarded,"Callao Anchorage No.12, Peru",PER,PER,9.87543662155769,-77.20439315899995,-12.114887611999904,"NA",CAP Cortes,"NA",Anchored,mappingpiracy
2004-01-10,"NA",105.1667,-5.5,Boarded,"Tarahan Coal Terminal. Indonesia (Used coordinates for Tarahan Port, which houses the coal terminal)",IDN,IDN,8.576883016849862,105.20215905000003,-5.568942966999941,"NA",Pretty Lady,"NA",Berthed,mappingpiracy
2004-01-11,"NA",90.3797,22.7017,Boarded,"Char Abdani, Kitokhola Channel, Barisal, Bangladesh",BGD,BGD,5.545439756955731,90.38721764400003,22.751288153000075,"NA",Darbar Sharif,"NA",Steaming,mappingpiracy
2004-01-12,"NA",117.25,-1.0333333,Boarded,Indonesia,IDN,IDN,11.136128318537436,117.19507897200003,-0.9491512999999259,"NA",Rosina Topic,"NA",Anchored,mappingpiracy
2004-01-14,"NA",9.6667,4.0431667,Boarded,"Douala Port, Cameroon (Used coordinates from other incidents)",CMR,CMR,1.4306474635120991,9.675629102000073,4.03384023600006,"NA",Helena Oldendorff,"NA",Berthed,mappingpiracy
2004-01-16,"NA",104.1263,8.2434,Boarded,"Vietnam's southern coast with Thailand, Vietnam",VNM,VNM,76.78432658662777,104.72291100400008,8.602687893000052,"NA","NA","NA",Steaming,mappingpiracy
2004-01-17,"NA",91.7667,22.1666667,Boarded,"Chittagong Alpha Anchorage, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.008865017534504,91.81299889400003,22.18032461100006,"NA",Panagia I,"NA",Anchored,mappingpiracy
2004-01-17,"NA",0.007,5.6258333,Attempted,"Tema Anchorage, Ghana",GHA,GHA,3.061197502145699,0.034515821000070446,5.62836334800005,"NA",Super League,"NA",Anchored,mappingpiracy
2004-01-19,"NA",89.975,21.5231667,Boarded,"Baruar Bada, 45km S of Patharghata Coast, Bay of Bengal, Bangladesh (Measured 45km S of Patharghata)",BGD,BGD,35.88896265138142,90.10906009200005,21.822088934000078,"NA","Zikomoni, Matambuhuri, Shima, Vai Vai, Maer Doa, Ahsan, Joynab","NA",Anchored,mappingpiracy
2004-01-20,"NA",94.53,15.004,Boarded,Myanmar,MMR,MMR,87.23449586844895,93.72437584700003,14.913804429000038,"NA","NA","NA",Steaming,mappingpiracy
2004-01-22,"NA",0.007,5.6258333,Boarded,"0.7 miles from breakwater, Tema Port, Ghana (Coded as Tema Port)",GHA,GHA,3.061197502145699,0.034515821000070446,5.62836334800005,"NA",Carmen Reefer,"NA",Anchored,mappingpiracy
2004-01-22,"NA",0.007,5.6258333,Attempted,"Tema Anchorage, Ghana",GHA,GHA,3.061197502145699,0.034515821000070446,5.62836334800005,"NA",Hachinohe Bay,"NA",Anchored,mappingpiracy
2004-01-22,"NA",0.007,5.6258333,Attempted,"Tema Anchorage, Ghana",GHA,GHA,3.061197502145699,0.034515821000070446,5.62836334800005,"NA",Hachinohe Bay,"NA",Anchored,mappingpiracy
2004-01-23,"NA",116.7667,-1.1833333,Boarded,"Balikpapan Anchorage, Indonesia",IDN,IDN,1.0764853759292772,116.75709069100003,-1.1822242169999413,"NA",Mallika Narce,"NA",Anchored,mappingpiracy
2004-01-27,"NA",-72.3817,18.5633333,Attempted,"Anchorage D, Port au Prince, Haiti",HTI,HTI,2.4111429117006957,-72.40176347599993,18.55292389500005,"NA",Palucca,"NA",Anchored,mappingpiracy
2004-01-28,"NA",7.1582,4.6933333,Boarded,"Onne Port, Nigeria",NGA,NGA,3.127102716408924,7.1723738940000885,4.668890692000048,"NA",Seabulk Dove,"NA",Berthed,mappingpiracy
2004-01-28,"NA",-62.655,11.6983333,Boarded,"Off Los Testigos, Venezuela",GRD,VEN,100.24435308787939,-61.79051673099991,12.008368231000077,"NA",Joe's Dog,"NA",Steaming,mappingpiracy
2004-01-29,"NA",-4,5.2931667,Boarded,"Inner Bay Anchorage Pos No.2, Abidjan, Ivory Coast",CIV,CIV,1.2686609478263073,-3.999623175999943,5.304632880000042,"NA",Eco Zara,"NA",Anchored,mappingpiracy
2004-01-29,"NA",90.5521,22.0257,Boarded,"Bura Gouranga River, Dashmina Thana, Bangladesh",BGD,BGD,0.8181997268553581,90.55974368600005,22.02374909100007,"NA","NA","NA",Steaming,mappingpiracy
2004-01-29,"NA",103.4533,1.1766667,Boarded,Singapore Straits,IDN,IDN,8.730794844720004,103.38982181100005,1.1302757830000587,"NA",Cape Haralambos,"NA",Steaming,mappingpiracy
2004-01-29,"NA",103.4917,1.1366667,Boarded,Singapore Straits,IDN,IDN,11.276650109693582,103.39136803500003,1.1224632830000587,"NA",Border,"NA",Steaming,mappingpiracy
2004-01-30,"NA",41.935,15.215,Boarded,Southern Red Sea,YEM,YEM,66.19356799759657,42.54574629000007,15.294419664000088,"NA",Algosaibi 21,"NA",Steaming,mappingpiracy
2004-01-30,"NA",108.55,-2.0333333,Attempted,"S of Karang Ontario Lighthouse, Karimata Straits, Indonesia",IDN,IDN,38.06385342537356,108.67725670700003,-1.7137997379999206,"NA",Coral Essberger,"NA",Steaming,mappingpiracy
2004-01-30,"NA",117.1667,-1.3916667,Boarded,"23nm from Balikpapan, Indonesia",IDN,IDN,26.23371680131687,117.00782311300009,-1.2164039039999466,"NA",Grace Pioneer,"NA",Steaming,mappingpiracy
2004-01-31,"NA",-48.505,-1.4015,Boarded,"Berth No.5, Port Belem, Brazil (Used coordinates from other incidents)",BRA,BRA,1.2076980294349016,-48.49657141799992,-1.408379815999922,"NA",Socofl Lake,"NA",Berthed,mappingpiracy
2004-01-31,"NA",105.0547,9.9475,Hijacked,"Off Kien Gieng Province, Vietnam",VNM,VNM,1.5577769785875677,105.05486087300005,9.933417059000078,"NA","NA","NA",Steaming,mappingpiracy
2004-02-01,"NA",5.6697,5.9075,Boarded,"Sapele, 40km N of Warri, Nigeria (This is an inland river port)",NGA,NGA,36.47498655534431,5.4851180350000845,5.6343447940000715,"NA","NA","NA",Berthed,mappingpiracy
2004-02-02,"NA",100.3259,5.3195,Boarded,"Off Pulau Jerajak, Malacca Straits",MYS,MYS,1.2935357181373188,100.31666100400008,5.3266462260000935,"NA","NA","NA",Steaming,mappingpiracy
2004-02-03,"NA",103.5672,1.0903333,Boarded,"West of Phillip Channel, Singapore Straits",IDN,IDN,16.004875302862914,103.43140709700003,1.042710679000038,"NA",Pilion,"NA",Steaming,mappingpiracy
2004-02-03,"NA",107.1367,20.84,Boarded,"Hongai Inner Anchorage, Vietnam",VNM,VNM,5.32062169178529,107.10767662900003,20.800441799000055,"NA",Temasek,"NA",Anchored,mappingpiracy
2004-02-04,"NA",-4,5.2931667,Attempted,"Abidjan Port, Ivory Coast",CIV,CIV,1.2686609478263073,-3.999623175999943,5.304632880000042,"NA",Sophie Schulte,"NA",Berthed,mappingpiracy
2004-02-04,"NA",118.5667,2.7166667,Attempted,"Celebes Sea, Indonesia",IDN,IDN,44.014885468409915,118.57846113400001,2.318793036000045,"NA",Marine Corona,"NA",Steaming,mappingpiracy
2004-02-05,"NA",-48.505,-1.4015,Boarded,"Belem Inner Anchorage, Brazil",BRA,BRA,1.2076980294349016,-48.49657141799992,-1.408379815999922,"NA",Grasmere,"NA",Anchored,mappingpiracy
2004-02-06,"NA",3.3383,6.305,Boarded,"Lagos Anchorage, Nigeria",NGA,NGA,9.651117181343134,3.326182488000086,6.391424872000073,"NA",Pactol River,"NA",Anchored,mappingpiracy
2004-02-07,"NA",91.7667,22.1666667,Boarded,"Chittagong Outer Anchorage, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.008865017534504,91.81299889400003,22.18032461100006,"NA",Star-4,"NA",Anchored,mappingpiracy
2004-02-08,"NA",119.5333,15.8166667,Attempted,"W of Luzon Island, South China Sea",PHL,PHL,27.670814040642735,119.77084394600001,15.914984442000048,"NA",Prabhu Daya,"NA",Steaming,mappingpiracy
2004-02-09,"NA",104.6983,0.4223333,Hijacked,"Between Lingga and Bintan Island, Indonesia (Reference point is halfway between the two islands)",IDN,IDN,27.54952981300258,104.54810631600003,0.22431061400004637,"NA",Singsing Mariner & Kapuas 68,"NA",Steaming,mappingpiracy
2004-02-10,"NA",99.4667,4.6166667,Attempted,Northern Malacca Straits,MYS,MYS,107.38329388440297,100.18433678500003,5.268540757000039,"NA",Ocean Support,"NA",Steaming,mappingpiracy
2004-02-10,"NA",100.0365,3.0073333,Hijacked,"Off Tg. Balai Asahan, near Belawan, Indonesia (Measured 20km E of Tanjung Balai)",IDN,IDN,9.083650536319148,99.97950280000003,2.948472398000092,"NA",KM Champion,"NA",Steaming,mappingpiracy
2004-02-11,"NA",5.7167,5.5,Boarded,"Chanomi Creek, Rugged Point, Nigeria",NGA,NGA,9.600200014618292,5.639903191000087,5.540187893000052,"NA",Baco-Liner 3,"NA",Steaming,mappingpiracy
2004-02-12,"NA",4.35,5.15,Attempted,"Off Lagos, Nigeria",NGA,NGA,101.25524382176515,5.129161004000082,5.628119208000044,"NA",Nerano,"NA",Steaming,mappingpiracy
2004-02-15,"NA",101.8333,1.9333333,Attempted,"Dumai Outer Anchorage, Indonesia",IDN,IDN,6.62461884459252,101.77556399800005,1.9479841170000896,"NA",North Challenge,"NA",Anchored,mappingpiracy
2004-02-19,"NA",-64.59,10.2428333,Boarded,"Guanta Port, Venezuela",VEN,VEN,1.2507740456378238,-64.57990475199995,10.248114325000074,"NA",SCM Alexander,"NA",Berthed,mappingpiracy
2004-02-19,"NA",99.0297,7.6587,Boarded,"Northern part of Kolanta, off PV Island, Thailand",THA,THA,1.605416981723722,99.02808678500003,7.644273179000038,"NA",Okia,"NA",Anchored,mappingpiracy
2004-02-23,"NA",-77.4033,18.57,Boarded,"F Anchorage, Port au Prince, Haiti",JAM,JAM,11.476431853836232,-77.42886308499993,18.469224351000037,"NA",Transfer,"NA",Anchored,mappingpiracy
2004-02-24,"NA",96.65,5.5166667,Attempted,Malacca Straits,IDN,IDN,32.1062075495334,96.78513172900006,5.259857206000049,"NA",Sindar Andalas,"NA",Steaming,mappingpiracy
2004-02-27,"NA",43.5167,12.1833,Attempted,"Bab El Mandeb Traffic Separation Scheme, Southern Red Sea",DJI,DJI,11.608360505997528,43.41138756600009,12.16665273600006,"NA","NA","NA",Steaming,mappingpiracy
2004-02-27,"NA",47.5,13.4166667,Boarded,Gulf of Aden,YEM,YEM,28.56282611512223,47.39820397200003,13.654852606000077,"NA",Notredame,"NA",Steaming,mappingpiracy
2004-02-28,"NA",-62.0567,10.7166667,Boarded,"Punta Pargo, Venezuela",VEN,VEN,2.2568012910560067,-62.03624426999994,10.714016018000052,"NA",Myriad,"NA",Anchored,mappingpiracy
2004-02-29,"NA",3.3383,6.305,Boarded,"Lagos Anchorage, Nigeria (Used coordinates from other incidents)",NGA,NGA,9.651117181343134,3.326182488000086,6.391424872000073,"NA",Dukhan,"NA",Anchored,mappingpiracy
2004-02-29,"NA",61.9167,24.7266667,Attempted,North Arabian Sea,PAK,PAK,34.67617729299979,61.79047766500008,25.01776278500006,"NA","NA","NA","NA",mappingpiracy
2004-03-01,"NA",106.9,-6.0333333,Boarded,"Jakarta Roads, Indonesia",IDN,IDN,10.31386948841558,106.83773847700007,-6.102715752999927,"NA",Allipen,"NA",Anchored,mappingpiracy
2004-03-02,"NA",91.5917,21.5625,Attempted,"E of Maiskhal Island, Chittagong, Bangladesh",BGD,BGD,27.6108906676893,91.85547936300003,21.526678778000075,"NA",Gulf Discovery,"NA",Steaming,mappingpiracy
2004-03-03,"NA",106.9017,-6.02,Boarded,"Tanjung Priok Anchorage, Jakarta, Indonesia (Used coordinates from other incidents)",IDN,IDN,10.92913128261153,106.99903405000003,-6.003513278999947,"NA",Cape Henry,"NA",Anchored,mappingpiracy
2004-03-05,"NA",103.3717,1.2416667,Boarded,Singapore Stratis,IDN,IDN,11.997089443715147,103.37671959700003,1.1332868510000935,"NA",Aqua Perdana,"NA",Steaming,mappingpiracy
2004-03-05,"NA",106.9017,-6.02,Boarded,"Tanjung Priok Port, Indonesia (Used coordinates from other incidents)",IDN,IDN,10.92913128261153,106.99903405000003,-6.003513278999947,"NA",Iran Borhan,"NA",Berthed,mappingpiracy
2004-03-05,"NA",-75.5045,10.3193333,Boarded,"Mamonal Inner Harbor Anchorage, Colombia",COL,COL,1.226845779376793,-75.5156957669999,10.31899648600006,"NA",Evrotas,"NA",Anchored,mappingpiracy
2004-03-05,"NA",108.0667,-1.8,Attempted,Indonesia,IDN,IDN,68.60052523035732,108.67725670700003,-1.7137997379999206,"NA",Lavendar Passage,"NA",Steaming,mappingpiracy
2004-03-06,"NA",106.9017,-6.02,Boarded,"Tanjung Priok Port, Indonesia (Used coordinates from other incidents)",IDN,IDN,10.92913128261153,106.99903405000003,-6.003513278999947,"NA",Iran Borhan,"NA",Berthed,mappingpiracy
2004-03-11,"NA",-64.59,10.2428333,Boarded,"Berth No.5, Port Guanta, Venezuela",VEN,VEN,1.2507740456378238,-64.57990475199995,10.248114325000074,"NA",MB Caribe,"NA",Berthed,mappingpiracy
2004-03-13,"NA",98.325,4.8533333,Attempted,Malacca Straits,IDN,IDN,40.747006750203916,97.96322675900007,4.789496161000045,"NA",Linda,"NA",Steaming,mappingpiracy
2004-03-15,"NA",-10.7903,6.3333333,Attempted,"Monrovia Port, Liberia",LBR,LBR,0.22564876285507376,-10.789051886999914,6.334947007000039,"NA",Sophie Schulte,"NA",Berthed,mappingpiracy
2004-03-15,"NA",55.0067,25.8688333,Boarded,"South of Mubarak Field, Island of Abu Musa, UAE",ARE,ARE,0.9560329373950796,55.015635613000086,25.871852932000024,"NA",KU591,"NA",Anchored,mappingpiracy
2004-03-16,"NA",-10.7903,6.3333333,Attempted,"Monrovia Port, Liberia",LBR,LBR,0.22564876285507376,-10.789051886999914,6.334947007000039,"NA",Sophie Schulte,"NA",Berthed,mappingpiracy
2004-03-16,"NA",103.5783,1.2355,Boarded,"West OPL Anchorage, Singapore Straits",MYS,SGP,7.902257732098535,103.51636803500003,1.2704531920000477,"NA",An Hui,"NA",Anchored,mappingpiracy
2004-03-17,"NA",106.9017,-6.02,Boarded,"Tanjung Priok Anchorage, Jakarta, Indonesia",IDN,IDN,10.92913128261153,106.99903405000003,-6.003513278999947,"NA",Vijaudoot,"NA",Anchored,mappingpiracy
2004-03-17,"NA",140.6417,-2.3083333,Boarded,"Off Jayapura Irian Jaya, Indonesia",IDN,IDN,14.979518108109438,140.60759524800005,-2.439385674999926,"NA",Yayasan Tujuh,"NA",Steaming,mappingpiracy
2004-03-21,"NA",-17.4247,14.676,Boarded,"Off Dakar, Senegal (Coded as Dakar Port)",SEN,SEN,0.26103393437507955,-17.42682857999995,14.67487213700008,"NA",Philine Schulte,"NA",Steaming,mappingpiracy
2004-03-22,"NA",89.5933,22.4666667,Hijacked,"Rampat Upazila, Bagerhat, Bangladesh (Located coordinates for Port of Mongla)",BGD,BGD,14.866711979453683,89.62647545700008,22.336004950000074,"NA","NA","NA",Steaming,mappingpiracy
2004-03-23,"NA",106.6333,-4.0333333,Boarded,Indonesia,IDN,IDN,77.71629522974277,105.95289147200003,-3.869073174999926,"NA",Gelora Jaya,"NA",Steaming,mappingpiracy
2004-03-23,"NA",5.4067,5.5566667,Boarded,"Warri River, Nigeria",NGA,NGA,1.597283154730756,5.392832879000082,5.560614325000074,"NA",MCT Almak,"NA",Steaming,mappingpiracy
2004-03-24,"NA",98.7817,3.9183333,Boarded,"Berth 106, Belawan Port, Indonesia (Used coordinates from other incidents)",IDN,IDN,10.21933107958099,98.70026879800008,3.8753043450000746,"NA",Isokaze,"NA",Berthed,mappingpiracy
